PR,URL,Title,Content type,Is rendered page,HTTP status code,No. of IMG inlinks,recomendacao_ivoire,categoria_ivoire,severidade_ivoire
0,https://www.aviva.com.br/images/news/0213/premium-sol.jpg,,text/html;charset=utf-8,false,404,1,"1) No anexo, coluna 'Image URL' mostra as URLs quebradas.",On-page,Media

Total: 1 URLs | Issue: Image broken | Fonte: /ahrefs-reports/aviva_all-issues/Error-Image_broken.csv | Filtro aplicado: aviva.com.br | Gerado: 2026-04-27
