PR,URL,Title,Content type,Is rendered page,HTTP status code,No. of IMG inlinks,recomendacao_ivoire,categoria_ivoire,severidade_ivoire
0,https://www.aviva.com.br/images/news/0426/ecoparque-da-mata-interna.jpg,,text/html;charset=utf-8,false,404,1,"1) No anexo, coluna 'Image URL' mostra as URLs quebradas.",On-page,Media
0,https://www.aviva.com.br/images/news/60240eb5067d5/classe-executiva-interna-post.jpg,,text/html;charset=utf-8,false,404,1,"1) No anexo, coluna 'Image URL' mostra as URLs quebradas.",On-page,Media
0,https://www.aviva.com.br/images/news/5d00ee5a2a7f2/costa-do-sauipe-festa-junina.jpg,,text/html;charset=utf-8,false,404,1,"1) No anexo, coluna 'Image URL' mostra as URLs quebradas.",On-page,Media
0,https://www.aviva.com.br/images/news/5d001675b491c/onde-fica-a-costa-do-sauipe-viajar.jpg,,text/html;charset=utf-8,false,404,1,"1) No anexo, coluna 'Image URL' mostra as URLs quebradas.",On-page,Media
0,https://www.aviva.com.br/images/news/0213/premium-sol.jpg,,text/html;charset=utf-8,false,404,1,"1) No anexo, coluna 'Image URL' mostra as URLs quebradas.",On-page,Media

Total: 5 URLs | Issue: Image broken | Fonte: /ahrefs-reports/aviva_all-issues/Error-Image_broken.csv | Filtro aplicado: aviva.com.br | Gerado: 2026-05-04
