query,clicks,impressions,ctr,position,potencial_clicks_top10,acao_sugerida
peninsula de marau,11,1392,0.79%,11.0,389,Otimizar title + meta + reforcar H2 com keyword

"Total: 1 queries em striking distance (pos 11-20, imp>=200)"
