PR,URL,Title,Content type,Is rendered page,HTTP status code,No. of JS inlinks,recomendacao_ivoire,categoria_ivoire,severidade_ivoire

Total: 0 URLs | Issue: JavaScript broken | Fonte: /ahrefs-reports/aviva_all-issues/Error-JavaScript_broken.csv | Filtro aplicado: aviva.com.br | Gerado: 2026-05-04
