PR,URL,Title,Content type,Is rendered page,HTTP status code,Size (bytes),Loading time (ms),No. of IMG inlinks,recomendacao_ivoire,categoria_ivoire,severidade_ivoire
0,https://aviva.com.br/assets/0ec6501d-cec1-43e8-a1bb-d34e464cdaf7,,image/jpeg,false,200,36303070,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/0ec6501d-cec1-43e8-a1bb-d34e464cdaf7,,image/jpeg,false,200,36303070,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/98ffafd3-edb8-445a-8285-f6cf00f81da4,,image/jpeg,false,200,33566690,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/98ffafd3-edb8-445a-8285-f6cf00f81da4,,image/jpeg,false,200,33566690,11,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/images/costa-do-sauipe/Park/HPCS%20-%20BLOCO%204%20-%20IMAGEM%20POSI%C3%87%C3%83O%203.jpg,,image/jpeg,false,200,31822523,12,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/images/costa-do-sauipe/Park/HPCS%20-%20BLOCO%204%20-%20IMAGEM%20POSI%C3%87%C3%83O%203.jpg,,image/jpeg,false,200,31822523,399,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/a866e9a4-0f32-41ce-bcfc-91d0acb96a12,,image/jpeg,false,200,31172286,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/8a0f5251-843c-4fa7-a500-d2433223462e,,image/jpeg,false,200,31172286,15,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/8a0f5251-843c-4fa7-a500-d2433223462e,,image/jpeg,false,200,31172286,87,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/87187e64-00e6-4255-9f3f-76575ccc04c4,,image/jpeg,false,200,31172286,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/a866e9a4-0f32-41ce-bcfc-91d0acb96a12,,image/jpeg,false,200,31172286,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/02f79952-922f-4356-8bab-8774efc6b5b9,,image/jpeg,false,200,31172286,10,4,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/87187e64-00e6-4255-9f3f-76575ccc04c4,,image/jpeg,false,200,31172286,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/02f79952-922f-4356-8bab-8774efc6b5b9,,image/jpeg,false,200,31172286,10,5,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/482ca0b3-b4a4-4e24-a11c-f97729f82611,,image/jpeg,false,200,29910320,20,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/ec6badeb-f1e0-4502-9558-544d4a6fab78,,image/jpeg,false,200,29788422,9,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/ec6badeb-f1e0-4502-9558-544d4a6fab78,,image/jpeg,false,200,29788422,12,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/f750aafa-28d9-4327-866e-58da0e312828,,image/jpeg,false,200,29539327,9,3,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/f750aafa-28d9-4327-866e-58da0e312828,,image/jpeg,false,200,29539327,9,4,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/456d2904-aae9-49cf-9d0a-9ecbf14463cd,,image/jpeg,false,200,29183141,11,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/456d2904-aae9-49cf-9d0a-9ecbf14463cd,,image/jpeg,false,200,29183141,9,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/72f7037d-33dc-4a06-8e97-bd74835d0009,,image/jpeg,false,200,27049723,12,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/72f7037d-33dc-4a06-8e97-bd74835d0009,,image/jpeg,false,200,27049723,9,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/images/costa-do-sauipe/Park/HPCS%20-%20BLOCO%204%20-%20IMAGEM%20POSI%C3%87%C3%83O%204.jpeg,,image/jpeg,false,200,26986527,14,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/images/costa-do-sauipe/Park/HPCS%20-%20BLOCO%204%20-%20IMAGEM%20POSI%C3%87%C3%83O%204.jpeg,,image/jpeg,false,200,26986527,249,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
1,https://aviva.com.br/assets/4419713d-c8b6-49d2-af6a-16416eb53d56,,image/jpeg,false,200,25960764,8,9,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
1,https://www.aviva.com.br/assets/4419713d-c8b6-49d2-af6a-16416eb53d56,,image/jpeg,false,200,25960764,10,9,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/919c1cff-a9e5-4a2c-8675-e49a74bb8e28,,image/jpeg,false,200,25518206,9,3,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/919c1cff-a9e5-4a2c-8675-e49a74bb8e28,,image/jpeg,false,200,25518206,13,3,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/eb7847c3-e79d-4c69-beac-b881f6f2a0fa,,image/jpeg,false,200,25137396,8,4,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/eb7847c3-e79d-4c69-beac-b881f6f2a0fa,,image/jpeg,false,200,25137396,33,4,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
4,https://aviva.com.br/assets/f9f44e01-7081-4044-b58b-baf1e7ee8bac,,image/jpeg,false,200,24731788,7,75,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
4,https://www.aviva.com.br/assets/f9f44e01-7081-4044-b58b-baf1e7ee8bac,,image/jpeg,false,200,24731788,30,74,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/c47ad2dd-18d6-47c5-9c5d-eb11d7a0fde6,,image/jpeg,false,200,23677806,11,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/c47ad2dd-18d6-47c5-9c5d-eb11d7a0fde6,,image/jpeg,false,200,23677806,9,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/5acac8af-2b63-493c-a055-5a1382d54e9d,,image/jpeg,false,200,23644341,9,3,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/5acac8af-2b63-493c-a055-5a1382d54e9d,,image/jpeg,false,200,23644341,9,4,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/b6a71620-0f10-42b3-bf35-401bdeb1ad8f,,image/jpeg,false,200,23353080,11,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/b6a71620-0f10-42b3-bf35-401bdeb1ad8f,,image/jpeg,false,200,23353080,9,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/106cec68-3577-47de-8ae3-77d639098f2b,,image/jpeg,false,200,23026950,8,8,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/106cec68-3577-47de-8ae3-77d639098f2b,,image/jpeg,false,200,23026950,10,8,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/81fbd47e-cd6a-46be-b3f3-7826e6312b5b,,image/jpeg,false,200,22760815,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/81fbd47e-cd6a-46be-b3f3-7826e6312b5b,,image/jpeg,false,200,22760815,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/674eb587-5a26-44ce-a689-69c716a8f656,,image/jpeg,false,200,22467634,20,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/674eb587-5a26-44ce-a689-69c716a8f656,,image/jpeg,false,200,22467634,9,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/a52d42ca-6381-4173-80bc-bfa4158ad43c,,image/jpeg,false,200,22245889,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/a52d42ca-6381-4173-80bc-bfa4158ad43c,,image/jpeg,false,200,22245889,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/4fe8af68-c6b2-4b54-987c-558d60fda75f,,image/jpeg,false,200,21893051,13,8,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/4fe8af68-c6b2-4b54-987c-558d60fda75f,,image/jpeg,false,200,21893051,8,8,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/92e8fafe-30b0-4d18-a92d-4cff88735f77,,image/jpeg,false,200,21721246,9,8,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/92e8fafe-30b0-4d18-a92d-4cff88735f77,,image/jpeg,false,200,21721246,10,8,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/c08a5c0b-f5f9-4d5a-9827-dc2917655cb7,,image/jpeg,false,200,21380311,9,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/c08a5c0b-f5f9-4d5a-9827-dc2917655cb7,,image/jpeg,false,200,21380311,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/c7e3b284-eb03-4f9a-b4ae-48c463d47674,,image/jpeg,false,200,21040889,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/c7e3b284-eb03-4f9a-b4ae-48c463d47674,,image/jpeg,false,200,21040889,9,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/2343264e-599b-4fea-bec2-dd212ef585a8,,image/jpeg,false,200,20981920,9,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/2343264e-599b-4fea-bec2-dd212ef585a8,,image/jpeg,false,200,20981920,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/eaf359e3-6428-4437-9f05-929f2b176c10,,image/jpeg,false,200,20965438,10,6,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/eaf359e3-6428-4437-9f05-929f2b176c10,,image/jpeg,false,200,20965438,8,6,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/7edd1989-30d6-4cd4-811f-574ea96e8470,,image/jpeg,false,200,20806666,439,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/018879fc-a975-4926-b3f7-cb7d986cf774,,image/jpeg,false,200,20474350,9,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/018879fc-a975-4926-b3f7-cb7d986cf774,,image/jpeg,false,200,20474350,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/images/costa-do-sauipe/Park/HPCS%20-%20BLOCO%206%20-%20IMAGEM%20POSI%C3%87%C3%83O%202.jpg,,image/jpeg,false,200,20357551,13,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/images/costa-do-sauipe/Park/HPCS%20-%20BLOCO%206%20-%20IMAGEM%20POSI%C3%87%C3%83O%202.jpg,,image/jpeg,false,200,20357551,371,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/712d48e9-b36d-41b6-ac2e-17634fc84af0,,image/jpeg,false,200,20132552,9,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/712d48e9-b36d-41b6-ac2e-17634fc84af0,,image/jpeg,false,200,20132552,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/07779853-6a1c-45d0-b5c9-5b5b60295beb,,image/jpeg,false,200,20034734,11,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/07779853-6a1c-45d0-b5c9-5b5b60295beb,,image/jpeg,false,200,20034734,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/64835978-45f9-4fff-8bd5-2a4a5c8071da,,image/jpeg,false,200,20012642,11,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/64835978-45f9-4fff-8bd5-2a4a5c8071da,,image/jpeg,false,200,20012642,11,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/aa9002f1-efa1-4f14-88bf-6a62cc853d6f,,image/jpeg,false,200,19026461,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/aa9002f1-efa1-4f14-88bf-6a62cc853d6f,,image/jpeg,false,200,19026461,12,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/32fef37a-2e4e-410a-8af8-27059dd6cf44,,image/jpeg,false,200,19006653,74,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/32fef37a-2e4e-410a-8af8-27059dd6cf44,,image/jpeg,false,200,19006653,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/8af54797-0e16-418c-9720-c807c72f4faa,,image/jpeg,false,200,18902504,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/8af54797-0e16-418c-9720-c807c72f4faa,,image/jpeg,false,200,18902504,9,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/6f2884c2-7a18-4055-93c5-dd5311315ac2,,image/jpeg,false,200,17637542,9,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/6f2884c2-7a18-4055-93c5-dd5311315ac2,,image/jpeg,false,200,17637542,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/2d000f5e-d2c2-40af-b76a-b41680c52f9f,,image/svg+xml,false,200,16445264,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/2d000f5e-d2c2-40af-b76a-b41680c52f9f,,image/svg+xml,false,200,16445264,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/60636243-2016-47d2-bf02-f50e85c1b561,,image/jpeg,false,200,16357411,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/0439f36e-bd3e-45cb-a101-19492f0a908c,,image/jpeg,false,200,15759885,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/ff43aa38-6bec-4f08-999b-e9e39494c6ac,,image/jpeg,false,200,14949497,11,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/b53fefe7-873d-42e5-9e73-9cbc14c6f67d,,image/jpeg,false,200,14582550,13,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/b53fefe7-873d-42e5-9e73-9cbc14c6f67d,,image/jpeg,false,200,14582550,11,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/c769a6e7-cf31-4560-8014-4a0322a9aabe,,image/png,false,200,13668400,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/images/costa-do-sauipe/Park/HPCS%20-%20BLOCO%206%20-%20IMAGEM%20POSI%C3%87%C3%83O%204.png,,image/png,false,200,13668400,75,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/1aca5cfa-9521-4eee-90c4-71cc5186cf1f,,image/png,false,200,13668400,11,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/1aca5cfa-9521-4eee-90c4-71cc5186cf1f,,image/png,false,200,13668400,9,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/c769a6e7-cf31-4560-8014-4a0322a9aabe,,image/png,false,200,13668400,11,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/fb15ee7b-a24b-47d2-81ad-588ad31b9f68,,image/png,false,200,13668400,12,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/images/costa-do-sauipe/Park/HPCS%20-%20BLOCO%206%20-%20IMAGEM%20POSI%C3%87%C3%83O%204.png,,image/png,false,200,13668400,243,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/fb15ee7b-a24b-47d2-81ad-588ad31b9f68,,image/png,false,200,13668400,11,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/482eeed9-3fca-4ab6-9daa-c3a4fd3c0e39,,image/jpeg,false,200,13364898,11,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/482eeed9-3fca-4ab6-9daa-c3a4fd3c0e39,,image/jpeg,false,200,13364898,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/c77520af-f2e3-4517-96f9-fbbd39cb677d,,image/jpeg,false,200,12881335,14,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/c77520af-f2e3-4517-96f9-fbbd39cb677d,,image/jpeg,false,200,12881335,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/0dc39281-e34a-4fe6-a98c-f6a7d9adc91e,,image/jpeg,false,200,12205619,11,2,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/0dc39281-e34a-4fe6-a98c-f6a7d9adc91e,,image/jpeg,false,200,12205619,9,2,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
1,https://www.aviva.com.br/assets/1cdd416c-d0c9-49a9-b79d-13b287deacf0,,image/jpeg,false,200,12173543,10,10,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
1,https://aviva.com.br/assets/1cdd416c-d0c9-49a9-b79d-13b287deacf0,,image/jpeg,false,200,12173543,11,11,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/953bc0a4-a95d-4a3d-91be-af09d2ea73ed,,image/jpeg,false,200,11791903,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/953bc0a4-a95d-4a3d-91be-af09d2ea73ed,,image/jpeg,false,200,11791903,11,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/ad5e9f8c-6a66-4cc1-8a6e-6e03962682d6,,image/jpeg,false,200,11778343,12,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/ad5e9f8c-6a66-4cc1-8a6e-6e03962682d6,,image/jpeg,false,200,11778343,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/019ae642-1835-46d3-8ffd-4e89f9b668a4,,image/jpeg,false,200,11467980,9,2,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/019ae642-1835-46d3-8ffd-4e89f9b668a4,,image/jpeg,false,200,11467980,9,2,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/d54acda9-84ed-40b2-8be4-b582b6d07146,,image/jpeg,false,200,10964654,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/d54acda9-84ed-40b2-8be4-b582b6d07146,,image/jpeg,false,200,10964654,8,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://www.aviva.com.br/assets/57122786-5289-42e7-9545-1f690b7dd3cd,,image/jpeg,false,200,10932971,13,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
0,https://aviva.com.br/assets/57122786-5289-42e7-9545-1f690b7dd3cd,,image/jpeg,false,200,10932971,10,1,1) Converter imagens para WebP ou AVIF (reducao de 30-50% sem perda visual).,Performance,Media
